詩經韻腳字,上古韻部,廣韻字頭,中古韻部,中原音韻字頭,近代韻部
,,魴,中古：陽,,
,,方,中古：陽,,
,,肪,中古：陽,,
,,鴋,中古：陽,,
,,章,中古：陽,,
,,漳,中古：陽,,
,,樟,中古：陽,,
,,慞,中古：陽,,
,,璋,中古：陽,,
,,彰,中古：陽,,
,,墇,中古：陽,,
,,障,中古：陽,,
,,麞,中古：陽,,
,,獐,中古：陽,,
,,鄣,中古：陽,,
,,蔁,中古：陽,,
,,𪅂,中古：陽,,
,,𩌬,中古：陽,,
,,暲,中古：陽,,
,,昌,中古：陽,,
,,裮,中古：陽,,
,,倡,中古：陽,,
,,猖,中古：陽,,
,,閶,中古：陽,,
,,琩,中古：陽,,
,,鯧,中古：陽,,
,,菖,中古：陽,,
,,羌,中古：陽,,
,,猐,中古：陽,,
,,𡸓,中古：陽,,
,,蜣,中古：陽,,
,,薑,中古：陽,,
,,𧅁,中古：陽,,
,,畺,中古：陽,,
,,疆,中古：陽,,
,,壃,中古：陽,,
,,畕,中古：陽,,
,,㹔,中古：陽,,
,,繮,中古：陽,,
,,韁,中古：陽,,
,,殭,中古：陽,,
,,礓,中古：陽,,
,,橿,中古：陽,,
,,姜,中古：陽,,
,,䗵,中古：陽,,
,,僵,中古：陽,,
,,長,中古：陽,,
,,萇,中古：陽,,
,,腸,中古：陽,,
,,場,中古：陽,,
,,䠆,中古：陽,,
,,㙊,中古：陽,,
,,䗅,中古：陽,,
,,瓺,中古：陽,,
,,張,中古：陽,,
,,餦,中古：陽,,
,,粻,中古：陽,,
,,漲,中古：陽,,
,,穰,中古：陽,,
,,禳,中古：陽,,
,,攘,中古：陽,,
,,𣀮,中古：陽,,
,,鑲,中古：陽,,
,,𨟚,中古：陽,,
,,躟,中古：陽,,
,,瀼,中古：陽,,
,,𩆶,中古：陽,,
,,獽,中古：陽,,
,,儴,中古：陽,,
,,蘘,中古：陽,,
,,䉴,中古：陽,,
,,鬤,中古：陽,,
,,勷,中古：陽,,
,,瓤,中古：陽,,
,,孃,中古：陽,,
,,方,中古：陽,,
,,汸,中古：陽,,
,,坊,中古：陽,,
,,蚄,中古：陽,,
,,肪,中古：陽,,
,,邡,中古：陽,,
,,鴋,中古：陽,,
,,枋,中古：陽,,
,,鈁,中古：陽,,
,,牥,中古：陽,,
,,趽,中古：陽,,
,,䄱,中古：陽,,
,,匚,中古：陽,,
,,襄,中古：陽,,
,,廂,中古：陽,,
,,湘,中古：陽,,
,,相,中古：陽,,
,,緗,中古：陽,,
,,纕,中古：陽,,
,,忀,中古：陽,,
,,驤,中古：陽,,
,,鑲,中古：陽,,
,,瓖,中古：陽,,
,,欀,中古：陽,,
,,箱,中古：陽,,
,,葙,中古：陽,,
,,將,中古：陽,,
,,漿,中古：陽,,
,,鱂,中古：陽,,
,,蔣,中古：陽,,
,,螿,中古：陽,,
,,𢪇,中古：陽,,
,,創,中古：陽,,
,,瘡,中古：陽,,
,,𠛂,中古：陽,,
,,亡,中古：陽,,
,,芒,中古：陽,,
,,莣,中古：陽,,
,,鋩,中古：陽,,
,,硭,中古：陽,,
,,杗,中古：陽,,
,,朚,中古：陽,,
,,邙,中古：陽,,
,,𨛌,中古：陽,,
,,望,中古：陽,,
,,朢,中古：陽,,
,,孃,中古：陽,,
,,娘,中古：陽,,
,,瓤,中古：陽,,
,,鑲,中古：陽,,
,,牀,中古：陽,,
,,床,中古：陽,,
,,疒,中古：陽,,
,,莊,中古：陽,,
,,㽵,中古：陽,,
,,妝,中古：陽,,
,,裝,中古：陽,,
,,䊋,中古：陽,,
,,常,中古：陽,,
,,尚,中古：陽,,
,,裳,中古：陽,,
,,甞,中古：陽,,
,,嘗,中古：陽,,
,,鋿,中古：陽,,
,,𩼝,中古：陽,,
,,償,中古：陽,,
,,𪄹,中古：陽,,
,,徜,中古：陽,,
,,霜,中古：陽,,
,,鸘,中古：陽,,
,,鷞,中古：陽,,
,,孀,中古：陽,,
,,驦,中古：陽,,
,,騻,中古：陽,,
,,蠰,中古：陽,,
,,牆,中古：陽,,
,,廧,中古：陽,,
,,墻,中古：陽,,
,,佯,中古：陽,,
,,嬙,中古：陽,,
,,檣,中古：陽,,
,,薔,中古：陽,,
,,蘠,中古：陽,,
,,戕,中古：陽,,
,,𤞛,中古：陽,,
,,鏘,中古：陽,,
,,瑲,中古：陽,,
,,槍,中古：陽,,
,,蹌,中古：陽,,
,,蹡,中古：陽,,
,,𨄚,中古：陽,,
,,斨,中古：陽,,
,,牄,中古：陽,,
,,嶈,中古：陽,,
,,𨶆,中古：陽,,
,,𥏻,中古：陽,,
,,搶,中古：陽,,
,,匡,中古：陽,,
,,邼,中古：陽,,
,,筐,中古：陽,,
,,䖱,中古：陽,,
,,框,中古：陽,,
,,恇,中古：陽,,
,,劻,中古：陽,,
,,𩬹,中古：陽,,
,,洭,中古：陽,,
,,軭,中古：陽,,
,,眶,中古：陽,,
,,䒰,中古：陽,,
,,𩢼,中古：陽,,
,,王,中古：陽,,
,,蚟,中古：陽,,
,,𩵭,中古：陽,,
,,彺,中古：陽,,
,,央,中古：陽,,
,,鴦,中古：陽,,
,,殃,中古：陽,,
,,䄃,中古：陽,,
,,鉠,中古：陽,,
,,秧,中古：陽,,
,,霙,中古：陽,,
,,胦,中古：陽,,
,,泱,中古：陽,,
,,強,中古：陽,,
,,彊,中古：陽,,
,,䲔,中古：陽,,
,,勥,中古：陽,,
,,𦳝,中古：陽,,
,,倀,中古：陽,,
,,鼚,中古：陽,,
,,芳,中古：陽,,
,,妨,中古：陽,,
,,淓,中古：陽,,
,,狂,中古：陽,,
,,軖,中古：陽,,
,,軭,中古：陽,,
,,鵟,中古：陽,,
,,㞷,中古：陽,,
,,唐,中古：唐,,
,,啺,中古：唐,,
,,𥏬,中古：唐,,
,,煻,中古：唐,,
,,糖,中古：唐,,
,,糛,中古：唐,,
,,堂,中古：唐,,
,,坣,中古：唐,,
,,𪕹,中古：唐,,
,,棠,中古：唐,,
,,搪,中古：唐,,
,,蓎,中古：唐,,
,,瑭,中古：唐,,
,,餹,中古：唐,,
,,篖,中古：唐,,
,,螗,中古：唐,,
,,𤚫,中古：唐,,
,,𤛋,中古：唐,,
,,螳,中古：唐,,
,,塘,中古：唐,,
,,碭,中古：唐,,
,,鶶,中古：唐,,
,,𩹶,中古：唐,,
,,踼,中古：唐,,
,,闛,中古：唐,,
,,赯,中古：唐,,
,,磄,中古：唐,,
,,溏,中古：唐,,
,,䣘,中古：唐,,
,,傏,中古：唐,,
,,隚,中古：唐,,
,,䧜,中古：唐,,
,,𨶈,中古：唐,,
,,鎕,中古：唐,,
,,䉎,中古：唐,,
,,𨍴,中古：唐,,
,,橖,中古：唐,,
,,榶,中古：唐,,
,,㲥,中古：唐,,
,,㼺,中古：唐,,
,,郎,中古：唐,,
,,蓈,中古：唐,,
,,稂,中古：唐,,
,,桹,中古：唐,,
,,廊,中古：唐,,
,,榔,中古：唐,,
,,鋃,中古：唐,,
,,硠,中古：唐,,
,,𪁜,中古：唐,,
,,浪,中古：唐,,
,,䯖,中古：唐,,
,,蜋,中古：唐,,
,,𩷕,中古：唐,,
,,琅,中古：唐,,
,,瑯,中古：唐,,
,,㝗,中古：唐,,
,,狼,中古：唐,,
,,欴,中古：唐,,
,,𦵧,中古：唐,,
,,踉,中古：唐,,
,,莨,中古：唐,,
,,㟍,中古：唐,,
,,䡙,中古：唐,,
,,艆,中古：唐,,
,,駺,中古：唐,,
,,躴,中古：唐,,
,,筤,中古：唐,,
,,𥍫,中古：唐,,
,,閬,中古：唐,,
,,哴,中古：唐,,
,,當,中古：唐,,
,,鐺,中古：唐,,
,,簹,中古：唐,,
,,襠,中古：唐,,
,,璫,中古：唐,,
,,𨎴,中古：唐,,
,,檔,中古：唐,,
,,儅,中古：唐,,
,,𦡁,中古：唐,,
,,㼕,中古：唐,,
,,蟷,中古：唐,,
,,倉,中古：唐,,
,,蒼,中古：唐,,
,,鶬,中古：唐,,
,,𩀞,中古：唐,,
,,滄,中古：唐,,
,,凔,中古：唐,,
,,𠥐,中古：唐,,
,,岡,中古：唐,,
,,崗,中古：唐,,
,,剛,中古：唐,,
,,㓻,中古：唐,,
,,掆,中古：唐,,
,,笐,中古：唐,,
,,鋼,中古：唐,,
,,綱,中古：唐,,
,,亢,中古：唐,,
,,犅,中古：唐,,
,,堈,中古：唐,,
,,𤭛,中古：唐,,
,,牨,中古：唐,,
,,苀,中古：唐,,
,,魧,中古：唐,,
,,迒,中古：唐,,
,,桑,中古：唐,,
,,桒,中古：唐,,
,,𠸶,中古：唐,,
,,喪,中古：唐,,
,,𦅇,中古：唐,,
,,𩦌,中古：唐,,
,,康,中古：唐,,
,,穅,中古：唐,,
,,糠,中古：唐,,
,,㱂,中古：唐,,
,,㝩,中古：唐,,
,,槺,中古：唐,,
,,𨻷,中古：唐,,
,,䗧,中古：唐,,
,,𥉽,中古：唐,,
,,邟,中古：唐,,
,,漮,中古：唐,,
,,𤮊,中古：唐,,
,,㼹,中古：唐,,
,,躿,中古：唐,,
,,荒,中古：唐,,
,,𥡃,中古：唐,,
,,肓,中古：唐,,
,,衁,中古：唐,,
,,𩣐,中古：唐,,
,,鄺,中古：唐,,
,,𥿼,中古：唐,,
,,㠵,中古：唐,,
,,𧧢,中古：唐,,
,,䀮,中古：唐,,
,,𣆖,中古：唐,,
,,㡆,中古：唐,,
,,巟,中古：唐,,
,,𣺬,中古：唐,,
,,黃,中古：唐,,
,,皇,中古：唐,,
,,璜,中古：唐,,
,,惶,中古：唐,,
,,遑,中古：唐,,
,,潢,中古：唐,,
,,堭,中古：唐,,
,,煌,中古：唐,,
,,餭,中古：唐,,
,,騜,中古：唐,,
,,艎,中古：唐,,
,,簧,中古：唐,,
,,隍,中古：唐,,
,,癀,中古：唐,,
,,𨝴,中古：唐,,
,,湟,中古：唐,,
,,徨,中古：唐,,
,,篁,中古：唐,,
,,鱑,中古：唐,,
,,蝗,中古：唐,,
,,凰,中古：唐,,
,,偟,中古：唐,,
,,媓,中古：唐,,
,,獚,中古：唐,,
,,蟥,中古：唐,,
,,韹,中古：唐,,
,,𨜔,中古：唐,,
,,䍿,中古：唐,,
,,䅣,中古：唐,,
,,𤯷,中古：唐,,
,,葟,中古：唐,,
,,趪,中古：唐,,
,,光,中古：唐,,
,,灮,中古：唐,,
,,洸,中古：唐,,
,,桄,中古：唐,,
,,胱,中古：唐,,
,,垙,中古：唐,,
,,𨎩,中古：唐,,
,,輄,中古：唐,,
,,橫,中古：唐,,
,,𩧉,中古：唐,,
,,恍,中古：唐,,
,,茪,中古：唐,,
,,僙,中古：唐,,
,,侊,中古：唐,,
,,湯,中古：唐,,
,,簜,中古：唐,,
,,鏜,中古：唐,,
,,闛,中古：唐,,
,,𧼮,中古：唐,,
,,踼,中古：唐,,
,,盪,中古：唐,,
,,蝪,中古：唐,,
,,鼞,中古：唐,,
,,薚,中古：唐,,
,,𦳝,中古：唐,,
,,滂,中古：唐,,
,,鎊,中古：唐,,
,,霶,中古：唐,,
,,雱,中古：唐,,
,,䨦,中古：唐,,
,,磅,中古：唐,,
,,𣂆,中古：唐,,
,,汪,中古：唐,,
,,尢,中古：唐,,
,,尪,中古：唐,,
,,洸,中古：唐,,
,,𪁘,中古：唐,,
,,鴦,中古：唐,,
,,佒,中古：唐,,
,,咉,中古：唐,,
,,𧲱,中古：唐,,
,,㹧,中古：唐,,
,,眏,中古：唐,,
,,姎,中古：唐,,
,,炕,中古：唐,,
,,㰠,中古：唐,,
,,䐠,中古：唐,,
,,忼,中古：唐,,
,,航,中古：唐,,
,,筕,中古：唐,,
,,桁,中古：唐,,
,,行,中古：唐,,
,,迒,中古：唐,,
,,𨁈,中古：唐,,
,,頏,中古：唐,,
,,𦐄,中古：唐,,
,,魧,中古：唐,,
,,胻,中古：唐,,
,,邟,中古：唐,,
,,杭,中古：唐,,
,,沆,中古：唐,,
,,蚢,中古：唐,,
,,肮,中古：唐,,
,,苀,中古：唐,,
,,抗,中古：唐,,
,,吭,中古：唐,,
,,茫,中古：唐,,
,,吂,中古：唐,,
,,䀮,中古：唐,,
,,汒,中古：唐,,
,,恾,中古：唐,,
,,忙,中古：唐,,
,,朚,中古：唐,,
,,邙,中古：唐,,
,,芒,中古：唐,,
,,𥐞,中古：唐,,
,,杗,中古：唐,,
,,蘉,中古：唐,,
,,𡩩,中古：唐,,
,,𨛌,中古：唐,,
,,臧,中古：唐,,
,,匨,中古：唐,,
,,牂,中古：唐,,
,,戕,中古：唐,,
,,贓,中古：唐,,
,,样,中古：唐,,
,,囊,中古：唐,,
,,蠰,中古：唐,,
,,傍,中古：唐,,
,,彷,中古：唐,,
,,膀,中古：唐,,
,,髈,中古：唐,,
,,䠙,中古：唐,,
,,趽,中古：唐,,
,,房,中古：唐,,
,,旁,中古：唐,,
,,篣,中古：唐,,
,,𨜷,中古：唐,,
,,螃,中古：唐,,
,,䅭,中古：唐,,
,,騯,中古：唐,,
,,卬,中古：唐,,
,,䭹,中古：唐,,
,,枊,中古：唐,,
,,昂,中古：唐,,
,,䒢,中古：唐,,
,,㭿,中古：唐,,
,,䩕,中古：唐,,
,,藏,中古：唐,,
,,䯑,中古：唐,,
,,幫,中古：唐,,
,,縍,中古：唐,,
,,㨍,中古：唐,,
,,𨢐,中古：唐,,
,,鞤,中古：唐,,
,,庚,中古：庚,,
,,鶊,中古：庚,,
,,更,中古：庚,,
,,䢚,中古：庚,,
,,秔,中古：庚,,
,,稉,中古：庚,,
,,粳,中古：庚,,
,,賡,中古：庚,,
,,羹,中古：庚,,
,,𩱧,中古：庚,,
,,埂,中古：庚,,
,,浭,中古：庚,,
,,阬,中古：庚,,
,,坑,中古：庚,,
,,硎,中古：庚,,
,,𥉸,中古：庚,,
,,砊,中古：庚,,
,,劥,中古：庚,,
,,盲,中古：庚,,
,,蝱,中古：庚,,
,,鄳,中古：庚,,
,,𥋝,中古：庚,,
,,莔,中古：庚,,
,,𨞚,中古：庚,,
,,䥰,中古：庚,,
,,𥭮,中古：庚,,
,,橫,中古：庚,,
,,黌,中古：庚,,
,,蝗,中古：庚,,
,,鐄,中古：庚,,
,,瑝,中古：庚,,
,,喤,中古：庚,,
,,鍠,中古：庚,,
,,䬝,中古：庚,,
,,㶇,中古：庚,,
,,䄓,中古：庚,,
,,𧝒,中古：庚,,
,,𤮏,中古：庚,,
,,𪏓,中古：庚,,
,,𢘌,中古：庚,,
,,韹,中古：庚,,
,,彋,中古：庚,,
,,閍,中古：庚,,
,,祊,中古：庚,,
,,𥛱,中古：庚,,
,,騯,中古：庚,,
,,嗙,中古：庚,,
,,㔙,中古：庚,,
,,諻,中古：庚,,
,,䎕,中古：庚,,
,,謍,中古：庚,,
,,嚝,中古：庚,,
,,喤,中古：庚,,
,,觵,中古：庚,,
,,觥,中古：庚,,
,,侊,中古：庚,,
,,𩃙,中古：庚,,
,,䍔,中古：庚,,
,,𣘯,中古：庚,,
,,彭,中古：庚,,
,,澎,中古：庚,,
,,膨,中古：庚,,
,,蟚,中古：庚,,
,,䰃,中古：庚,,
,,棚,中古：庚,,
,,榜,中古：庚,,
,,䄘,中古：庚,,
,,搒,中古：庚,,
,,蒡,中古：庚,,
,,篣,中古：庚,,
,,𩡕,中古：庚,,
,,騯,中古：庚,,
,,憉,中古：庚,,
,,𣂆,中古：庚,,
,,輣,中古：庚,,
,,𨍩,中古：庚,,
,,脝,中古：庚,,
,,悙,中古：庚,,
,,亨,中古：庚,,
,,瞠,中古：庚,,
,,橕,中古：庚,,
,,樘,中古：庚,,
,,䟓,中古：庚,,
,,竀,中古：庚,,
,,鎗,中古：庚,,
,,鐺,中古：庚,,
,,槍,中古：庚,,
,,琤,中古：庚,,
,,傖,中古：庚,,
,,䚘,中古：庚,,
,,𩫿,中古：庚,,
,,鬇,中古：庚,,
,,崢,中古：庚,,
,,霙,中古：庚,,
,,鉠,中古：庚,,
,,韺,中古：庚,,
,,渶,中古：庚,,
,,鶧,中古：庚,,
,,英,中古：庚,,
,,瑛,中古：庚,,
,,㿮,中古：庚,,
,,媖,中古：庚,,
,,楧,中古：庚,,
,,磅,中古：庚,,
,,恲,中古：庚,,
,,亨,中古：庚,,
,,澎,中古：庚,,
,,平,中古：庚,,
,,評,中古：庚,,
,,苹,中古：庚,,
,,枰,中古：庚,,
,,泙,中古：庚,,
,,坪,中古：庚,,
,,胓,中古：庚,,
,,蚲,中古：庚,,
,,驚,中古：庚,,
,,京,中古：庚,,
,,荊,中古：庚,,
,,麠,中古：庚,,
,,麖,中古：庚,,
,,鶁,中古：庚,,
,,蟼,中古：庚,,
,,明,中古：庚,,
,,盟,中古：庚,,
,,𥁰,中古：庚,,
,,䳟,中古：庚,,
,,鳴,中古：庚,,
,,棖,中古：庚,,
,,盯,中古：庚,,
,,澄,中古：庚,,
,,掁,中古：庚,,
,,𣥺,中古：庚,,
,,挰,中古：庚,,
,,憕,中古：庚,,
,,趟,中古：庚,,
,,𩘽,中古：庚,,
,,榮,中古：庚,,
,,禜,中古：庚,,
,,蠑,中古：庚,,
,,瑩,中古：庚,,
,,揘,中古：庚,,
,,嶸,中古：庚,,
,,兵,中古：庚,,
,,兄,中古：庚,,
,,卿,中古：庚,,
,,生,中古：庚,,
,,笙,中古：庚,,
,,牲,中古：庚,,
,,猩,中古：庚,,
,,狌,中古：庚,,
,,鉎,中古：庚,,
,,甥,中古：庚,,
,,䴤,中古：庚,,
,,鼪,中古：庚,,
,,珄,中古：庚,,
,,擎,中古：庚,,
,,勍,中古：庚,,
,,黥,中古：庚,,
,,䵞,中古：庚,,
,,剠,中古：庚,,
,,䲔,中古：庚,,
,,鯨,中古：庚,,
,,檠,中古：庚,,
,,樈,中古：庚,,
,,葝,中古：庚,,
,,䫆,中古：庚,,
,,迎,中古：庚,,
,,行,中古：庚,,
,,衡,中古：庚,,
,,䯒,中古：庚,,
,,胻,中古：庚,,
,,洐,中古：庚,,
,,筕,中古：庚,,
,,珩,中古：庚,,
,,桁,中古：庚,,
,,蘅,中古：庚,,
,,𦣍,中古：庚,,
,,鬤,中古：庚,,
,,㲰,中古：庚,,
,,𤕦,中古：庚,,
,,獰,中古：庚,,
,,𥣗,中古：庚,,
,,𧂘,中古：庚,,
,,耕,中古：耕,,
,,鏗,中古：耕,,
,,銵,中古：耕,,
,,䡰,中古：耕,,
,,鳽,中古：耕,,
,,誙,中古：耕,,
,,牼,中古：耕,,
,,𡷨,中古：耕,,
,,硻,中古：耕,,
,,殸,中古：耕,,
,,㧶,中古：耕,,
,,䡩,中古：耕,,
,,硜,中古：耕,,
,,摼,中古：耕,,
,,㰢,中古：耕,,
,,羥,中古：耕,,
,,甍,中古：耕,,
,,𣞑,中古：耕,,
,,䉚,中古：耕,,
,,萌,中古：耕,,
,,氓,中古：耕,,
,,甿,中古：耕,,
,,嫇,中古：耕,,
,,蕄,中古：耕,,
,,𥋝,中古：耕,,
,,𧂛,中古：耕,,
,,𥌯,中古：耕,,
,,浜,中古：耕,,
,,㙃,中古：耕,,
,,宏,中古：耕,,
,,紘,中古：耕,,
,,紭,中古：耕,,
,,閎,中古：耕,,
,,嶸,中古：耕,,
,,嵤,中古：耕,,
,,𧮯,中古：耕,,
,,耾,中古：耕,,
,,翃,中古：耕,,
,,浤,中古：耕,,
,,竑,中古：耕,,
,,宖,中古：耕,,
,,鈜,中古：耕,,
,,吰,中古：耕,,
,,𥐪,中古：耕,,
,,彋,中古：耕,,
,,莖,中古：耕,,
,,䪫,中古：耕,,
,,牼,中古：耕,,
,,朾,中古：耕,,
,,丁,中古：耕,,
,,玎,中古：耕,,
,,𠑅,中古：耕,,
,,𧯫,中古：耕,,
,,䟓,中古：耕,,
,,䆸,中古：耕,,
,,甖,中古：耕,,
,,罌,中古：耕,,
,,罃,中古：耕,,
,,鶯,中古：耕,,
,,嚶,中古：耕,,
,,櫻,中古：耕,,
,,嫈,中古：耕,,
,,鸚,中古：耕,,
,,譻,中古：耕,,
,,鸎,中古：耕,,
,,褮,中古：耕,,
,,𠠜,中古：耕,,
,,莖,中古：耕,,
,,崢,中古：耕,,
,,𦱊,中古：耕,,
,,鬇,中古：耕,,
,,埩,中古：耕,,
,,鏳,中古：耕,,
,,崝,中古：耕,,
,,琤,中古：耕,,
,,錚,中古：耕,,
,,凈,中古：耕,,
,,棦,中古：耕,,
,,噌,中古：耕,,
,,儜,中古：耕,,
,,薴,中古：耕,,
,,鬡,中古：耕,,
,,𧭈,中古：耕,,
,,鑏,中古：耕,,
,,䭢,中古：耕,,
,,嬣,中古：耕,,
,,怦,中古：耕,,
,,姘,中古：耕,,
,,閛,中古：耕,,
,,𤘾,中古：耕,,
,,伻,中古：耕,,
,,弸,中古：耕,,
,,䍬,中古：耕,,
,,㛁,中古：耕,,
,,匉,中古：耕,,
,,抨,中古：耕,,
,,砰,中古：耕,,
,,轟,中古：耕,,
,,輷,中古：耕,,
,,䎕,中古：耕,,
,,揈,中古：耕,,
,,訇,中古：耕,,
,,鍧,中古：耕,,
,,渹,中古：耕,,
,,𦑟,中古：耕,,
,,𥕗,中古：耕,,
,,𢝁,中古：耕,,
,,繃,中古：耕,,
,,絣,中古：耕,,
,,𢆸,中古：耕,,
,,拼,中古：耕,,
,,䑫,中古：耕,,
,,橙,中古：耕,,
,,揨,中古：耕,,
,,𢾊,中古：耕,,
,,𢿦,中古：耕,,
,,湞,中古：耕,,
,,朾,中古：耕,,
,,虰,中古：耕,,
,,憕,中古：耕,,
,,瞪,中古：耕,,
,,䆵,中古：耕,,
,,䁎,中古：耕,,
,,䆑,中古：耕,,
,,泓,中古：耕,,
,,謍,中古：耕,,
,,宖,中古：耕,,
,,𩰎,中古：耕,,
,,輣,中古：耕,,
,,棚,中古：耕,,
,,弸,中古：耕,,
,,㥊,中古：耕,,
,,庄,中古：耕,,
,,娙,中古：耕,,
,,俓,中古：耕,,
,,爭,中古：耕,,
,,箏,中古：耕,,
,,埩,中古：耕,,
,,綪,中古：耕,,
,,䋫,中古：耕,,
,,猙,中古：耕,,
,,䱢,中古：耕,,
,,清,中古：清A,,
,,圊,中古：清A,,
,,情,中古：清A,,
,,晴,中古：清A,,
,,請,中古：清A,,
,,夝,中古：清A,,
,,䝼,中古：清A,,
,,精,中古：清A,,
,,氏,中古：清A,,
,,菁,中古：清A,,
,,鶄,中古：清A,,
,,蜻,中古：清A,,
,,晶,中古：清A,,
,,鼱,中古：清A,,
,,婧,中古：清A,,
,,睛,中古：清A,,
,,𣻒,中古：清A,,
,,旌,中古：清A,,
,,旍,中古：清A,,
,,箐,中古：清A,,
,,𩓨,中古：清A,,
,,聙,中古：清A,,
,,盈,中古：清A,,
,,嬴,中古：清A,,
,,㜲,中古：清A,,
,,瀛,中古：清A,,
,,籝,中古：清A,,
,,楹,中古：清A,,
,,贏,中古：清A,,
,,𤟣,中古：清A,,
,,䕦,中古：清A,,
,,𨜏,中古：清A,,
,,𦝚,中古：清A,,
,,攍,中古：清A,,
,,營,中古：清A,,
,,鎣,中古：清A,,
,,塋,中古：清A,,
,,䁝,中古：清A,,
,,濴,中古：清A,,
,,謍,中古：清A,,
,,嬰,中古：清A,,
,,瓔,中古：清A,,
,,纓,中古：清A,,
,,攖,中古：清A,,
,,𨟙,中古：清A,,
,,賏,中古：清A,,
,,蘡,中古：清A,,
,,貞,中古：清B,,
,,楨,中古：清B,,
,,禎,中古：清B,,
,,𨜓,中古：清B,,
,,湞,中古：清B,,
,,𨺟,中古：清B,,
,,檉,中古：清B,,
,,偵,中古：清B,,
,,赬,中古：清B,,
,,䞓,中古：清B,,
,,䟓,中古：清B,,
,,竀,中古：清B,,
,,蟶,中古：清B,,
,,虰,中古：清B,,
,,成,中古：清A,,
,,𢦩,中古：清A,,
,,城,中古：清A,,
,,誠,中古：清A,,
,,宬,中古：清A,,
,,郕,中古：清A,,
,,筬,中古：清A,,
,,盛,中古：清A,,
,,珹,中古：清A,,
,,䫆,中古：清A,,
,,呈,中古：清B,,
,,程,中古：清B,,
,,酲,中古：清B,,
,,𨜓,中古：清B,,
,,珵,中古：清B,,
,,䇸,中古：清B,,
,,裎,中古：清B,,
,,聲,中古：清A,,
,,征,中古：清A,,
,,𨒌,中古：清A,,
,,鯖,中古：清A,,
,,𨢹,中古：清A,,
,,𦙫,中古：清A,,
,,鉦,中古：清A,,
,,怔,中古：清A,,
,,正,中古：清A,,
,,鴊,中古：清A,,
,,䋊,中古：清A,,
,,眐,中古：清A,,
,,𧘿,中古：清A,,
,,佂,中古：清A,,
,,輕,中古：清A,,
,,𨆪,中古：清A,,
,,鑋,中古：清A,,
,,名,中古：清A,,
,,洺,中古：清A,,
,,跉,中古：清A,,
,,令,中古：清A,,
,,并,中古：清A,,
,,栟,中古：清A,,
,,箳,中古：清A,,
,,屏,中古：清A,,
,,傾,中古：清A,,
,,頃,中古：清A,,
,,𩛿,中古：清A,,
,,縈,中古：清A,,
,,褮,中古：清A,,
,,嫈,中古：清A,,
,,䪯,中古：清A,,
,,𢄋,中古：清A,,
,,瓊,中古：清A,,
,,璚,中古：清A,,
,,煢,中古：清A,,
,,焭,中古：清A,,
,,睘,中古：清A,,
,,惸,中古：清A,,
,,𢶇,中古：清A,,
,,藑,中古：清A,,
,,嬛,中古：清A,,
,,𡞦,中古：清A,,
,,赹,中古：清A,,
,,憌,中古：清A,,
,,𢗋,中古：清A,,
,,𦽓,中古：清A,,
,,𦾵,中古：清A,,
,,𨍶,中古：清A,,
,,㒌,中古：清A,,
,,騂,中古：清A,,
,,𤙡,中古：清A,,
,,垶,中古：清A,,
,,觪,中古：清A,,
,,頸,中古：清A,,
,,𩷏,中古：清A,,
,,葝,中古：清A,,
,,𦳲,中古：清A,,
,,𧵣,中古：清A,,
,,青,中古：青,,
,,鶄,中古：青,,
,,鯖,中古：青,,
,,蜻,中古：青,,
,,靘,中古：青,,
,,經,中古：青,,
,,涇,中古：青,,
,,鵛,中古：青,,
,,巠,中古：青,,
,,㓝,中古：青,,
,,刑,中古：青,,
,,形,中古：青,,
,,邢,中古：青,,
,,𤬐,中古：青,,
,,䣆,中古：青,,
,,桯,中古：青,,
,,鉶,中古：青,,
,,型,中古：青,,
,,陘,中古：青,,
,,侀,中古：青,,
,,硎,中古：青,,
,,娙,中古：青,,
,,鈃,中古：青,,
,,㼛,中古：青,,
,,𤭓,中古：青,,
,,鋞,中古：青,,
,,庭,中古：青,,
,,停,中古：青,,
,,鼮,中古：青,,
,,莛,中古：青,,
,,葶,中古：青,,
,,筳,中古：青,,
,,亭,中古：青,,
,,聤,中古：青,,
,,霆,中古：青,,
,,渟,中古：青,,
