字號,字,韻部,聲調,字母,清濁,寧繼福擬音,url
887,熹,齊微,陰平,曉,全清,xi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
888,嘻,齊微,陰平,曉,全清,xi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
889,熙,齊微,陰平,曉,全清,xi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
890,衣,齊微,陰平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
891,依,齊微,陰平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
892,伊,齊微,陰平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
893,醫,齊微,陰平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
894,鷖,齊微,陰平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
895,漪,齊微,陰平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
896,噫,齊微,陰平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
897,吹,齊微,陰平,穿,次清,ʈʂʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
898,炊,齊微,陰平,穿,次清,ʈʂʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
899,推,齊微,陰平,穿,次清,ʈʂʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
900,醅,齊微,陰平,滂,次清,pʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
901,披,齊微,陰平,滂,次清,pʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
902,邳,齊微,陰平,滂,次清,pʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
903,丕,齊微,陰平,滂,次清,pʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
904,呸,齊微,陰平,滂,次清,pʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
905,胚,齊微,陰平,滂,次清,pʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
906,䋔,齊微,陰平,滂,次清,pʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
907,魁,齊微,陰平,溪,次清,kʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
908,盔,齊微,陰平,溪,次清,kʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
909,虧,齊微,陰平,溪,次清,kʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
910,窺,齊微,陰平,溪,次清,kʼiu,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
911,瑰,齊微,陰平,溪,次清,kʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
912,奎,齊微,陰平,溪,次清,kʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
913,笞,齊微,陰平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
914,癡,齊微,陰平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
915,郗,齊微,陰平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
916,蚩,齊微,陰平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
917,媸,齊微,陰平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
918,螭,齊微,陰平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
919,鴟,齊微,陰平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
920,絺,齊微,陰平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
921,崔,齊微,陰平,清,次清,tsʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
922,催,齊微,陰平,清,次清,tsʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
923,衰,齊微,陰平,清,次清,tsʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
924,榱,齊微,陰平,清,次清,tsʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
925,紕,齊微,陰平,滂,次清,pʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
926,批,齊微,陰平,滂,次清,pʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
927,鈚,齊微,陰平,滂,次清,pʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
928,堆,齊微,陰平,端,全清,tui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
929,䭔,齊微,陰平,端,全清,tui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
930,篦,齊微,陰平,幫,全清,pi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
931,鎞,齊微,陰平,幫,全清,pi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
932,知,齊微,陰平,照,全清,tʂi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
933,蜘,齊微,陰平,照,全清,tʂi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
934,梯,齊微,陰平,透,次清,tʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665c.png
935,微,齊微,陽平,微,次濁,ʋui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
936,薇,齊微,陽平,微,次濁,ʋui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
937,維,齊微,陽平,微,次濁,ʋui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
938,惟,齊微,陽平,微,次濁,ʋui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
939,醨,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
940,黎,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
941,漓,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
942,黧,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
943,犂,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
944,棃,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
945,藜,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
946,瓈,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
947,離,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
948,璃,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
949,籬,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
950,䍦,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
951,离,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
952,鸝,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
953,驪,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
954,麗,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
955,狸,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
956,蜊,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
957,釐,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
958,𩭇,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
959,泥,齊微,陽平,泥,次濁,ni,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
960,尼,齊微,陽平,泥,次濁,ni,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
961,臡,齊微,陽平,泥,次濁,ni,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
962,梅,齊微,陽平,明,次濁,mui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
963,糜,齊微,陽平,泥,次濁,nui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
964,麋,齊微,陽平,明,次濁,mui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
965,莓,齊微,陽平,明,次濁,mui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
966,枚,齊微,陽平,明,次濁,mui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
967,媒,齊微,陽平,明,次濁,mui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
968,煤,齊微,陽平,明,次濁,mui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
969,眉,齊微,陽平,明,次濁,mui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
970,湄,齊微,陽平,明,次濁,mui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
971,楣,齊微,陽平,明,次濁,mui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
972,嵋,齊微,陽平,明,次濁,mui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
973,醾,齊微,陽平,明,次濁,mui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
974,塺,齊微,陽平,明,次濁,mui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
975,雷,齊微,陽平,來,次濁,lui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
976,檑,齊微,陽平,來,次濁,lui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
977,纍,齊微,陽平,來,次濁,lui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
978,罍,齊微,陽平,來,次濁,lui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
979,羸,齊微,陽平,來,次濁,lui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
980,隋,齊微,陽平,心,全清,sui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
981,隨,齊微,陽平,心,全清,sui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
982,齊,齊微,陽平,清,次清,tsʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
983,臍,齊微,陽平,清,次清,tsʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
984,回,齊微,陽平,曉,全清,xui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
985,廻,齊微,陽平,曉,全清,xui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
986,徊,齊微,陽平,曉,全清,xui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
987,圍,齊微,陽平,影,全清,ui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
988,為,齊微,陽平,影,全清,ui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
989,闈,齊微,陽平,影,全清,ui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
990,韋,齊微,陽平,影,全清,ui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
991,幃,齊微,陽平,影,全清,ui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
992,違,齊微,陽平,影,全清,ui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
993,嵬,齊微,陽平,影,全清,ui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
994,巍,齊微,陽平,影,全清,ui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
995,危,齊微,陽平,影,全清,ui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
996,桅,齊微,陽平,影,全清,ui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
997,肥,齊微,陽平,非,全清,fui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
998,淝,齊微,陽平,非,全清,fui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
999,奇,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1000,祈,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1001,騎,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1002,琦,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1003,碕,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1004,萁,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1005,期,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1006,旗,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1007,旂,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1008,棊,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1009,祁,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1010,其,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1011,畿,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1012,祗,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1013,耆,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1014,鬐,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1015,茋,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1016,岐,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1017,琪,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1018,麒,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1019,蘄,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1020,奚,齊微,陽平,曉,全清,xi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1021,兮,齊微,陽平,曉,全清,xi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1022,畦,齊微,陽平,溪,次清,kʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1023,携,齊微,陽平,曉,全清,xi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1024,蹊,齊微,陽平,曉,全清,xi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1025,李,齊微,陽平,來,次濁,li,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1026,夷,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1027,移,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1028,扅,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1029,貽,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1030,兒,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1031,鯢,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1032,霓,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1033,倪,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1034,猊,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1035,輗,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1036,姨,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1037,痍,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1038,疑,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1039,嶷,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1040,鷖,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1041,沂,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1042,宜,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1043,儀,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1044,䴊,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1045,彝,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1046,怡,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1047,眙,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1048,飴,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1049,圮,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1050,頤,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1051,遺,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1052,虵,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1053,啼,齊微,陽平,透,次清,tʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1054,蹄,齊微,陽平,透,次清,tʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1055,提,齊微,陽平,透,次清,tʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1056,題,齊微,陽平,透,次清,tʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1057,醍,齊微,陽平,透,次清,tʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1058,綈,齊微,陽平,透,次清,tʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1059,稊,齊微,陽平,透,次清,tʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1060,鎚,齊微,陽平,穿,次清,ʈʂʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1061,垂,齊微,陽平,穿,次清,ʈʂʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1062,陲,齊微,陽平,穿,次清,ʈʂʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1063,猗,齊微,陽平,影,全清,i,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1064,裴,齊微,陽平,滂,次清,pʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1065,陪,齊微,陽平,滂,次清,pʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1066,培,齊微,陽平,滂,次清,pʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1067,皮,齊微,陽平,滂,次清,pʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0665d.png
1068,葵,齊微,陽平,溪,次清,kʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1069,馗,齊微,陽平,溪,次清,kʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1070,夔,齊微,陽平,溪,次清,kʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1071,逵,齊微,陽平,溪,次清,kʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1072,池,齊微,陽平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1073,馳,齊微,陽平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1074,遲,齊微,陽平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1075,墀,齊微,陽平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1076,篪,齊微,陽平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1077,持,齊微,陽平,穿,次清,ʈʂʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1078,娘,齊微,陽平,泥,次濁,niaŋ,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1079,頹,齊微,陽平,透,次清,tʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1080,頹,齊微,陽平,透,次清,tʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1081,魋,齊微,陽平,透,次清,tʼui,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1082,脾,齊微,陽平,滂,次清,pʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1083,疲,齊微,陽平,滂,次清,pʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1084,比,齊微,陽平,滂,次清,pʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1085,毗,齊微,陽平,滂,次清,pʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1086,羆,齊微,陽平,滂,次清,pʼi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
1087,迷,齊微,陽平,明,次濁,mi,https://c.cnkgraph.com/kanripoimgs/KR4j0090/WYG1496/WYG1496-0666a.png
