廣韻字頭原貌(覈校前),廣韻字頭(覈校後),廣韻釋義,釋義補充,聲紐,呼,等,廣韻韻部原貌(調整前),聲調,組,攝
𧀥,𧀥,菜名,,影,開,三,尤,平,影,流
纋,纋,笄中,,影,開,三,尤,平,影,流
㱊,㱊,氣逆,,影,開,三,尤,平,影,流
妋,妋,鼻目閒恨,,影,開,三,尤,平,影,流
劉,劉,剋也陳也殺也亦劉子木名實如棃核堅味酸美出交阯又姓出彭城沛國弘農河閒中山梁郡頓丘南陽東平高平東莞平原廣陵臨淮琅邪蘭陵東海丹陽宣城南郡高堂高密竟陵長沙河南等二十五望並自陶唐氏既衰其後劉累學擾龍事孔甲范氏其後也唯河南一望即虜姓也後魏書官氏志獨孤氏後改爲劉氏力求切四十四,,來,開,三,尤,平,來,流
留,留,住也止也說文作畱亦姓出會稽本自衛大夫留封人之後後漢末避地會稽遂居東陽爲郡豪族吳志有左將留贊,,來,開,三,尤,平,來,流
蒥,蒥,蒥荑藥名,,來,開,三,尤,平,來,流
勠,勠,并力也又力逐切,,來,開,三,尤,平,來,流
摎,摎,絞縛殺也又姓魏有河內太守摎尚,,來,開,三,尤,平,來,流
鶹,鶹,鶹離鳥名少美長醜亦作流,,來,開,三,尤,平,來,流
騮,騮,驊騮周穆王馬,,來,開,三,尤,平,來,流
駵,駠,赤馬黑髦尾,,來,開,三,尤,平,來,流
疁,疁,田不耕而火種,,來,開,三,尤,平,來,流
𥹷,𥹷,粰𥹷饊也,,來,開,三,尤,平,來,流
流,流,演也求也覃也放也說文曰水行也,,來,開,三,尤,平,來,流
㳅,㳅,古文,演也求也覃也放也說文曰水行也,來,開,三,尤,平,來,流
飂,飂,高風也,,來,開,三,尤,平,來,流
飀,飀,上同,高風也,來,開,三,尤,平,來,流
瘤,瘤,𠟼起疾也釋名曰瘤流也流聚而生腫也,,來,開,三,尤,平,來,流
榴,榴,石榴果名博物志云張騫使西域迴所得,,來,開,三,尤,平,來,流
瑬,瑬,美金說文曰垂玉也冕飾今典籍用下文旒,,來,開,三,尤,平,來,流
旒,旒,旗旒廣雅天子十二旒至地諸侯九旒至軫大夫七旒至轂士三旒至肩,,來,開,三,尤,平,來,流
瑠,瑠,瑠璃,,來,開,三,尤,平,來,流
𪕚,𪕋,食竹根鼠又音柳,,來,開,三,尤,平,來,流
𤠑,𤠑,上同,食竹根鼠又音柳,來,開,三,尤,平,來,流
䉧,䉧,說文云竹聲也又音柳,,來,開,三,尤,平,來,流
𥰣,𥰣,竹名出玉篇,,來,開,三,尤,平,來,流
瀏,瀏,水清又音柳,,來,開,三,尤,平,來,流
䬟,䬟,風行聲又音柳,,來,開,三,尤,平,來,流
䱖,䱖,魚名,,來,開,三,尤,平,來,流
鰡,鰡,同上,魚名,來,開,三,尤,平,來,流
嵧,嵧,岣嵧羅君山峯,,來,開,三,尤,平,來,流
𣠚,𣠚,扶𣠚藤名緣木生其味辛可食其花實似蒟醬,,來,開,三,尤,平,來,流
鎦,鎦,殺也,,來,開,三,尤,平,來,流
𦃓,𦃓,綺別名也,,來,開,三,尤,平,來,流
𢷶,𢷶,斬刺,,來,開,三,尤,平,來,流
𨶪,䰘,殺也,,來,開,三,尤,平,來,流
懰,懰,㤠也,,來,開,三,尤,平,來,流
餾,餾,飯氣蒸也又力救切,,來,開,三,尤,平,來,流
䖻,䖻,蜉䖻蟲本作蜉蝣蝣音游,,來,開,三,尤,平,來,流
裗,裗,爾雅曰衣裗謂之䘽郭璞云衣縷也齊人謂之攣或曰袿衣之飾,,來,開,三,尤,平,來,流
𪆱,𪆱,飛鸓鳥名,,來,開,三,尤,平,來,流
𪎣,𪎣,麻也,,來,開,三,尤,平,來,流
硫,硫,石硫黃藥名,,來,開,三,尤,平,來,流
遛,遛,逗遛,,來,開,三,尤,平,來,流
䚧,䚧,觩䚧角皃,,來,開,三,尤,平,來,流
憀,憀,悲恨也又音聊,,來,開,三,尤,平,來,流
鏐,鏐,美金曰鏐即紫磨金也,,來,開,三,尤,平,來,流
秋,秋,春秋說文曰禾穀熟也又姓宋中書舍人秋當七由切十七,,清,開,三,尤,平,精,流
秌,秌,古文,春秋說文曰禾穀熟也又姓宋中書舍人秋當七由切十七,清,開,三,尤,平,精,流
鞧,鞧,車鞧,,清,開,三,尤,平,精,流
緧,緧,上同說文曰馬紂也,車鞧,清,開,三,尤,平,精,流
𦃈,𦃈,上同周禮曰必𦃈其牛後,上同說文曰馬紂也,清,開,三,尤,平,精,流
鞦,鞦,亦上同又鞦韆繩戲古今蓺術圖曰鞦韆北方山戎戲以習輕趫者,上同周禮曰必𦃈其牛後,清,開,三,尤,平,精,流
湫,湫,水池名北人呼,,清,開,三,尤,平,精,流
鶖,鶖,禿鶖鳥亦作𪀖,,清,開,三,尤,平,精,流
鰍,鰍,魚屬亦作鰌,,清,開,三,尤,平,精,流
楸,楸,木名,,清,開,三,尤,平,精,流
萩,萩,蕭似蒿也,,清,開,三,尤,平,精,流
𪓰,𪓰,爾雅曰鼁𪓰蟾諸郭璞云似蝦蟆居陸地淮南謂之去蚥,,清,開,三,尤,平,精,流
䵸,䵸,上同,爾雅曰鼁𪓰蟾諸郭璞云似蝦蟆居陸地淮南謂之去蚥,清,開,三,尤,平,精,流
蟗,蟗,爾雅曰次蟗鼅鼄,,清,開,三,尤,平,精,流
䨂,䨂,雞雛,,清,開,三,尤,平,精,流
篍,篍,說文云吹筩也玉篇云吹簫也,,清,開,三,尤,平,精,流
趥,趥,說文曰行皃,,清,開,三,尤,平,精,流
猷,猷,謀也已也圖也若也道也說文曰玃屬一曰隴西謂犬子爲猷以周切四十五,,以,開,三,尤,平,以,流
猶,猶,上同又尚也似也,謀也已也圖也若也道也說文曰玃屬一曰隴西謂犬子爲猷以周切四十五,以,開,三,尤,平,以,流
悠,悠,遠也遐也思也憂也,,以,開,三,尤,平,以,流
油,油,水名出武陵又油脂,,以,開,三,尤,平,以,流
由,由,從也經也用也行也又姓史記有由余,,以,開,三,尤,平,以,流
攸,攸,所也又姓北燕尚書攸邁,,以,開,三,尤,平,以,流
蕕,蕕,水蕕草又臭草,,以,開,三,尤,平,以,流
浟,浟,水流皃,,以,開,三,尤,平,以,流
𠧴,𠧴,氣行皃或作逌,,以,開,三,尤,平,以,流
𢋅,𢋅,歋𢋅以手相弄,,以,開,三,尤,平,以,流
冘,冘,冘豫不定,,以,開,三,尤,平,以,流
𨙂,𨙂,行也,,以,開,三,尤,平,以,流
輶,輶,輶車又易受移授二切,,以,開,三,尤,平,以,流
蘨,蘨,草盛也,,以,開,三,尤,平,以,流
秞,秞,禾盛皃,,以,開,三,尤,平,以,流
蚰,蚰,蚰蜒,,以,開,三,尤,平,以,流
蝣,蝣,蜉蝣朝生夕死,,以,開,三,尤,平,以,流
櫾,櫾,木名出崐崘山,,以,開,三,尤,平,以,流
楢,楢,積也又音酉,,以,開,三,尤,平,以,流
𦳷,𦳷,水草一名軒于,,以,開,三,尤,平,以,流
斿,斿,旌旗之末垂者,,以,開,三,尤,平,以,流
游,游,浮也放也又姓出馮翊廣平前燕慕容廆以廣平游邃爲股肱,,以,開,三,尤,平,以,流
遊,遊,上同,浮也放也又姓出馮翊廣平前燕慕容廆以廣平游邃爲股肱,以,開,三,尤,平,以,流
𨒰,𨒰,古文,浮也放也又姓出馮翊廣平前燕慕容廆以廣平游邃爲股肱,以,開,三,尤,平,以,流
卣,卣,中樽樽有三品上曰彝中曰卣下曰罍,,以,開,三,尤,平,以,流
䚻,䚻,從也,,以,開,三,尤,平,以,流
鮋,鮋,鮂鮋小魚,,以,開,三,尤,平,以,流
䱔,鯈,上同,鮂鮋小魚,以,開,三,尤,平,以,流
抌,抌,抒臼出周禮,,以,開,三,尤,平,以,流
揄,揄,上同又音俞,抒臼出周禮,以,開,三,尤,平,以,流
舀,舀,上同又以沼切,上同又音俞,以,開,三,尤,平,以,流
偤,偤,侍也出文字辨疑,,以,開,三,尤,平,以,流
䍃,䍃,瓦器,,以,開,三,尤,平,以,流
𤪎,𤪎,遺玉又弋九切,,以,開,三,尤,平,以,流
邮,邮,亭名在高陵,,以,開,三,尤,平,以,流
繇,繇,猶也,,以,開,三,尤,平,以,流
㳛,㳛,皁也,,以,開,三,尤,平,以,流
㾞,㾞,病也又息惡𠟼,,以,開,三,尤,平,以,流
囮,囮,鳥媒,,以,開,三,尤,平,以,流
㘥,㘥,上同,鳥媒,以,開,三,尤,平,以,流
庮,庮,久屋木周禮曰牛夜鳴則庮鄭司農云庮朽木臭也又弋久切,,以,開,三,尤,平,以,流
甹,㕀,空也說文云木生條也引書云若顛木之有㕀枿又胡感切,,以,開,三,尤,平,以,流
𣔴,𣔴,上同,空也說文云木生條也引書云若顛木之有㕀枿又胡感切,以,開,三,尤,平,以,流
𧡹,𧡹,下視深也,,以,開,三,尤,平,以,流
𦵵,𦵵,說文草也,,以,開,三,尤,平,以,流
牛,牛,大牲也世本曰黃帝臣胲作服牛史記曰紂倒曳九牛又姓出隴西本自殷周封微子於宋其裔司寇牛父帥師敗狄長丘死之子孫以王父字爲氏風俗通云漢有牛崇爲隴西主簿馬文淵爲太守羊喜爲功曹涼部云三牲備具語求切一,,疑,開,三,尤,平,見,流
遒,遒,盡也即由切又自秋切十一,,精,開,三,尤,平,精,流
鮂,鮂,烏化爲魚頂上有細骨如禽毛,,精,開,三,尤,平,精,流
䎿,䎿,耳鳴聲,,精,開,三,尤,平,精,流
蝤,蝤,蝤蛑似蟹而大生海邊也又自秋切,,精,開,三,尤,平,精,流
啾,啾,啾唧小聲,,精,開,三,尤,平,精,流
逎,逎,縣名在燕又迫也促也,,精,開,三,尤,平,精,流
𩭓,𩭓,接髮,,精,開,三,尤,平,精,流
揂,揂,聚也,,精,開,三,尤,平,精,流
揫,揫,束也聚也,,精,開,三,尤,平,精,流
湫,湫,水名又子小切,,精,開,三,尤,平,精,流
𣟼,𣟼,聚也又束枲也,,精,開,三,尤,平,精,流
酋,酋,長也說文曰繹酒也禮有大酋掌酒官也自秋切十,,從,開,三,尤,平,精,流
㥢,㥢,慠也,,從,開,三,尤,平,精,流
遒,遒,盡也又即由切,,從,開,三,尤,平,精,流
䎿,䎿,耳中聲也又即由切,,從,開,三,尤,平,精,流
崷,崷,崷崪山峻皃,,從,開,三,尤,平,精,流
鰌,鰌,魚名二月有之,,從,開,三,尤,平,精,流
蝤,蝤,蝤蠐蝎也,,從,開,三,尤,平,精,流
煪,煪,煪熮,,從,開,三,尤,平,精,流
𧤕,𧤕,隿射收繳角也,,從,開,三,尤,平,精,流
𦵩,𦵩,𦵩液周禮音糟,,從,開,三,尤,平,精,流
脩,脩,脯也又長也又姓漢有屯騎校尉脩炳姓苑云今臨川人息流切七,,心,開,三,尤,平,精,流
修,修,理也說文飾也,,心,開,三,尤,平,精,流
羞,羞,恥也進也又致滋味爲羞,,心,開,三,尤,平,精,流
𩛢,𩛢,𩛢饙,,心,開,三,尤,平,精,流
𩝧,𩝧,上同,𩛢饙,心,開,三,尤,平,精,流
䡭,䡭,䡭䡜載喪車,,心,開,三,尤,平,精,流
樇,樇,木名,,心,開,三,尤,平,精,流
抽,抽,拔也引也或作紬紬引其端緒也丑鳩切八,,徹,開,三,尤,平,知,流
𢭆,𢭆,上同,拔也引也或作紬紬引其端緒也丑鳩切八,徹,開,三,尤,平,知,流
㨨,㨨,上同見說文,拔也引也或作紬紬引其端緒也丑鳩切八,徹,開,三,尤,平,知,流
婤,婤,好皃又音周,,徹,開,三,尤,平,知,流
𥈌,𥈌,失意視皃,,徹,開,三,尤,平,知,流
惆,惆,惆悵,,徹,開,三,尤,平,知,流
瘳,瘳,病愈,,徹,開,三,尤,平,知,流
妯,妯,詩曰憂心且妯妯動也悼也,,徹,開,三,尤,平,知,流
恘,𠁫,戾也去秋切三,,溪,開,三,尤,平,見,流
惆,惆,上同,戾也去秋切三,溪,開,三,尤,平,見,流
㲃,𣪘,𣪘屈,,溪,開,三,尤,平,見,流
犫,犫,白色牛說文曰牛息聲也又姓風俗通云晉大夫郤犫之後呂氏春秋云陳有惡人焉曰敦洽犫糜狹顙廣額顏色如漆陳侯悅之赤周切二,,昌,開,三,尤,平,章,流
犨,犨,上同,白色牛說文曰牛息聲也又姓風俗通云晉大夫郤犫之後呂氏春秋云陳有惡人焉曰敦洽犫糜狹顙廣額顏色如漆陳侯悅之赤周切二,昌,開,三,尤,平,章,流
周,周,周帀也又至也備也徧也密也又姓出汝南廬江尋陽臨川陳留沛國泰山河南等八望本自周平王子別封汝川人謂之周家因氏焉一云赧王爲秦所滅黜爲庶人百姓稱爲周家因而氏焉魏官氏志獻帝次兄普氏後改爲周氏又漢複姓魏初徵士燉煌周生烈晉武帝中經簿云周生姓烈名職流切十,,章,開,三,尤,平,章,流
州,州,州郡周禮曰五黨爲州又姓左傳晉大夫州綽,,章,開,三,尤,平,章,流
𥺝,𥺝,𥹜𥺝米粉餅出字林,,章,開,三,尤,平,章,流
輖,輖,重載也,,章,開,三,尤,平,章,流
洲,洲,洲渚也爾雅曰水中可居曰洲,,章,開,三,尤,平,章,流
賙,賙,贍也,,章,開,三,尤,平,章,流
喌,喌,呼雞聲又音祝,,章,開,三,尤,平,章,流
舟,舟,舟船墨子曰工倕作舟呂氏春秋曰虞姁作舟世本曰共鼓貨狄作舟二人並黃帝臣又姓左傳晉大夫舟之僑,,章,開,三,尤,平,章,流
郮,郮,黃帝後所封國,,章,開,三,尤,平,章,流
婤,婤,女字左傳衛襄公有嬖人婤姶又音抽,,章,開,三,尤,平,章,流
讎,讎,匹也仇也市流切十,,常,開,三,尤,平,章,流
𣫐,𣫐,懸擊也,,常,開,三,尤,平,章,流
𣀘,𣀓,上同說文棄也,懸擊也,常,開,三,尤,平,章,流
